date,location,admission_count,disease_type,age_group,created_at
2024-03-09,Da Nang,12,Flu,19-30,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,15,Flu,31-50,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,7,Flu,51-65,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,10,Flu,65+,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,3,Pneumonia,0-18,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,4,Pneumonia,19-30,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,5,Pneumonia,31-50,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,2,Pneumonia,51-65,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,1,Pneumonia,65+,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,2,Heart Disease,0-18,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,3,Heart Disease,19-30,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,4,Heart Disease,31-50,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,4,Heart Disease,51-65,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,4,Heart Disease,65+,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,2,Diabetes,0-18,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,3,Diabetes,19-30,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,4,Diabetes,31-50,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,2,Diabetes,51-65,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,1,Dengue Fever,19-30,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,1,Dengue Fever,31-50,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,8,Others,0-18,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,10,Others,19-30,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,12,Others,31-50,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,6,Others,51-65,2025-08-21T10:56:55.281355
2024-03-09,Da Nang,4,Others,65+,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,5,COVID-19,0-18,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,6,COVID-19,19-30,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,7,COVID-19,31-50,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,3,COVID-19,51-65,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,6,COVID-19,65+,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,16,Flu,0-18,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,13,Flu,19-30,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,16,Flu,31-50,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,8,Flu,51-65,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,10,Flu,65+,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,2,Pneumonia,0-18,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,3,Pneumonia,19-30,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,4,Pneumonia,31-50,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,2,Pneumonia,51-65,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,1,Pneumonia,65+,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,2,Heart Disease,0-18,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,3,Heart Disease,19-30,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,3,Heart Disease,31-50,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,3,Heart Disease,51-65,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,4,Heart Disease,65+,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,2,Diabetes,0-18,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,3,Diabetes,19-30,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,3,Diabetes,31-50,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,1,Diabetes,51-65,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,1,Dengue Fever,19-30,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,1,Dengue Fever,31-50,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,9,Others,0-18,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,11,Others,19-30,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,13,Others,31-50,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,6,Others,51-65,2025-08-21T10:56:55.281355
2024-03-10,Da Nang,4,Others,65+,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,6,COVID-19,0-18,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,7,COVID-19,19-30,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,9,COVID-19,31-50,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,4,COVID-19,51-65,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,7,COVID-19,65+,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,25,Flu,0-18,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,21,Flu,19-30,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,25,Flu,31-50,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,12,Flu,51-65,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,16,Flu,65+,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,2,Pneumonia,0-18,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,2,Pneumonia,19-30,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,3,Pneumonia,31-50,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,1,Pneumonia,51-65,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,1,Pneumonia,65+,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,3,Heart Disease,0-18,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,4,Heart Disease,19-30,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,5,Heart Disease,31-50,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,5,Heart Disease,51-65,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,5,Heart Disease,65+,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,3,Diabetes,0-18,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,4,Diabetes,19-30,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,5,Diabetes,31-50,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,2,Diabetes,51-65,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,1,Dengue Fever,0-18,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,2,Dengue Fever,19-30,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,2,Dengue Fever,31-50,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,12,Others,0-18,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,15,Others,19-30,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,18,Others,31-50,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,9,Others,51-65,2025-08-21T10:56:55.281355
2024-03-11,Da Nang,6,Others,65+,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,6,COVID-19,0-18,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,8,COVID-19,19-30,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,9,COVID-19,31-50,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,4,COVID-19,51-65,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,8,COVID-19,65+,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,23,Flu,0-18,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,19,Flu,19-30,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,23,Flu,31-50,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,11,Flu,51-65,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,15,Flu,65+,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,4,Pneumonia,0-18,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,6,Pneumonia,19-30,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,7,Pneumonia,31-50,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,3,Pneumonia,51-65,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,2,Pneumonia,65+,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,4,Heart Disease,0-18,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,5,Heart Disease,19-30,2025-08-21T10:56:55.281355
2024-03-12,Da Nang,6,Heart Disease,31-50,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,6,Heart Disease,51-65,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,7,Heart Disease,65+,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,3,Diabetes,0-18,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,4,Diabetes,19-30,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,5,Diabetes,31-50,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,2,Diabetes,51-65,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,2,Dengue Fever,0-18,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,2,Dengue Fever,19-30,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,3,Dengue Fever,31-50,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,1,Dengue Fever,65+,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,9,Others,0-18,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,11,Others,19-30,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,13,Others,31-50,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,6,Others,51-65,2025-08-21T10:56:55.282479
2024-03-12,Da Nang,4,Others,65+,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,5,COVID-19,0-18,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,6,COVID-19,19-30,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,7,COVID-19,31-50,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,3,COVID-19,51-65,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,6,COVID-19,65+,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,30,Flu,0-18,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,25,Flu,19-30,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,30,Flu,31-50,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,15,Flu,51-65,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,20,Flu,65+,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,3,Pneumonia,0-18,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,4,Pneumonia,19-30,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,5,Pneumonia,31-50,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,2,Pneumonia,51-65,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,1,Pneumonia,65+,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,4,Heart Disease,0-18,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,5,Heart Disease,19-30,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,6,Heart Disease,31-50,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,6,Heart Disease,51-65,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,7,Heart Disease,65+,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,3,Diabetes,0-18,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,4,Diabetes,19-30,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,4,Diabetes,31-50,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,2,Diabetes,51-65,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,2,Dengue Fever,0-18,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,2,Dengue Fever,19-30,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,3,Dengue Fever,31-50,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,1,Dengue Fever,65+,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,5,Others,0-18,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,7,Others,19-30,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,8,Others,31-50,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,4,Others,51-65,2025-08-21T10:56:55.282479
2024-03-13,Da Nang,2,Others,65+,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,7,COVID-19,0-18,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,9,COVID-19,19-30,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,11,COVID-19,31-50,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,5,COVID-19,51-65,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,9,COVID-19,65+,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,29,Flu,0-18,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,24,Flu,19-30,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,29,Flu,31-50,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,14,Flu,51-65,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,19,Flu,65+,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,5,Pneumonia,0-18,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,6,Pneumonia,19-30,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,7,Pneumonia,31-50,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,3,Pneumonia,51-65,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,2,Pneumonia,65+,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,4,Heart Disease,0-18,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,5,Heart Disease,19-30,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,6,Heart Disease,31-50,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,6,Heart Disease,51-65,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,7,Heart Disease,65+,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,1,Diabetes,0-18,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,1,Diabetes,19-30,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,2,Diabetes,31-50,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,1,Diabetes,51-65,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,2,Dengue Fever,0-18,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,3,Dengue Fever,19-30,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,3,Dengue Fever,31-50,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,1,Dengue Fever,65+,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,9,Others,0-18,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,11,Others,19-30,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,14,Others,31-50,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,7,Others,51-65,2025-08-21T10:56:55.282479
2024-03-14,Da Nang,4,Others,65+,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,6,COVID-19,0-18,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,8,COVID-19,19-30,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,9,COVID-19,31-50,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,4,COVID-19,51-65,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,8,COVID-19,65+,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,30,Flu,0-18,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,25,Flu,19-30,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,30,Flu,31-50,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,15,Flu,51-65,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,20,Flu,65+,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,5,Pneumonia,0-18,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,6,Pneumonia,19-30,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,8,Pneumonia,31-50,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,4,Pneumonia,51-65,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,2,Pneumonia,65+,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,4,Heart Disease,0-18,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,5,Heart Disease,19-30,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,6,Heart Disease,31-50,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,6,Heart Disease,51-65,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,7,Heart Disease,65+,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,3,Diabetes,0-18,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,4,Diabetes,19-30,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,5,Diabetes,31-50,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,2,Diabetes,51-65,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,2,Dengue Fever,0-18,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,2,Dengue Fever,19-30,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,3,Dengue Fever,31-50,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,1,Dengue Fever,65+,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,12,Others,0-18,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,15,Others,19-30,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,18,Others,31-50,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,9,Others,51-65,2025-08-21T10:56:55.282479
2024-03-15,Da Nang,6,Others,65+,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,5,COVID-19,0-18,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,6,COVID-19,19-30,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,7,COVID-19,31-50,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,3,COVID-19,51-65,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,6,COVID-19,65+,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,12,Flu,0-18,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,10,Flu,19-30,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,12,Flu,31-50,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,6,Flu,51-65,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,8,Flu,65+,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,3,Pneumonia,0-18,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,4,Pneumonia,19-30,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,5,Pneumonia,31-50,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,2,Pneumonia,51-65,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,1,Pneumonia,65+,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,3,Heart Disease,0-18,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,4,Heart Disease,19-30,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,4,Heart Disease,31-50,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,4,Heart Disease,51-65,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,5,Heart Disease,65+,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,2,Diabetes,0-18,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,2,Diabetes,19-30,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,3,Diabetes,31-50,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,1,Diabetes,51-65,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,1,Dengue Fever,0-18,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,1,Dengue Fever,19-30,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,2,Dengue Fever,31-50,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,4,Others,0-18,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,5,Others,19-30,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,6,Others,31-50,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,3,Others,51-65,2025-08-21T10:56:55.282479
2024-03-16,Da Nang,2,Others,65+,2025-08-21T10:56:55.282479
2024-03-17,Da Nang,3,COVID-19,0-18,2025-08-21T10:56:55.282479
2024-03-17,Da Nang,4,COVID-19,19-30,2025-08-21T10:56:55.282479
2024-03-17,Da Nang,5,COVID-19,31-50,2025-08-21T10:56:55.282479
2024-03-17,Da Nang,2,COVID-19,51-65,2025-08-21T10:56:55.282479
2024-03-17,Da Nang,4,COVID-19,65+,2025-08-21T10:56:55.282479
2024-03-17,Da Nang,16,Flu,0-18,2025-08-21T10:56:55.282479
2024-03-17,Da Nang,13,Flu,19-30,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,16,Flu,31-50,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,8,Flu,51-65,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,10,Flu,65+,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,4,Pneumonia,0-18,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,5,Pneumonia,19-30,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,6,Pneumonia,31-50,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,3,Pneumonia,51-65,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,2,Pneumonia,65+,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,2,Heart Disease,0-18,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,3,Heart Disease,19-30,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,3,Heart Disease,31-50,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,3,Heart Disease,51-65,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,4,Heart Disease,65+,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,2,Diabetes,0-18,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,2,Diabetes,19-30,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,3,Diabetes,31-50,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,1,Diabetes,51-65,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,1,Dengue Fever,0-18,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,2,Dengue Fever,19-30,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,2,Dengue Fever,31-50,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,4,Others,0-18,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,6,Others,19-30,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,7,Others,31-50,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,3,Others,51-65,2025-08-21T10:56:55.283447
2024-03-17,Da Nang,2,Others,65+,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,7,COVID-19,0-18,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,9,COVID-19,19-30,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,10,COVID-19,31-50,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,5,COVID-19,51-65,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,9,COVID-19,65+,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,18,Flu,0-18,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,15,Flu,19-30,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,18,Flu,31-50,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,9,Flu,51-65,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,12,Flu,65+,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,5,Pneumonia,0-18,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,7,Pneumonia,19-30,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,8,Pneumonia,31-50,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,4,Pneumonia,51-65,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,2,Pneumonia,65+,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,4,Heart Disease,0-18,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,5,Heart Disease,19-30,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,6,Heart Disease,31-50,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,6,Heart Disease,51-65,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,8,Heart Disease,65+,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,2,Diabetes,0-18,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,3,Diabetes,19-30,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,4,Diabetes,31-50,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,2,Diabetes,51-65,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,1,Diabetes,65+,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,2,Dengue Fever,0-18,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,3,Dengue Fever,19-30,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,3,Dengue Fever,31-50,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,1,Dengue Fever,51-65,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,1,Dengue Fever,65+,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,11,Others,0-18,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,14,Others,19-30,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,17,Others,31-50,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,8,Others,51-65,2025-08-21T10:56:55.283447
2024-03-18,Da Nang,5,Others,65+,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,6,COVID-19,0-18,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,7,COVID-19,19-30,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,9,COVID-19,31-50,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,4,COVID-19,51-65,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,7,COVID-19,65+,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,10,Flu,0-18,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,9,Flu,19-30,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,10,Flu,31-50,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,5,Flu,51-65,2025-08-21T10:56:55.283447
2024-03-19,Da Nang,7,Flu,65+,2025-08-21T10:56:55.283447
