date,location,admission_count,disease_type,age_group,created_at,data_type,total_beds,icu_beds,available_beds
2024-01-17,Can Tho,1.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,1.0,Dengue Fever,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,1.0,Dengue Fever,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,1.0,Dengue Fever,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,6.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,7.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,9.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,4.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-17,Can Tho,3.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,5.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,6.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,7.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,6.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,6.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,5.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,6.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,4.0,Flu,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,Pneumonia,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,Pneumonia,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,4.0,Pneumonia,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,2.0,Pneumonia,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,2.0,Heart Disease,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,Heart Disease,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,Heart Disease,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,Heart Disease,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,4.0,Heart Disease,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,2.0,Diabetes,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,2.0,Diabetes,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,3.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,1.0,Diabetes,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,1.0,Diabetes,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,1.0,Dengue Fever,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,1.0,Dengue Fever,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,1.0,Dengue Fever,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,8.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,10.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,12.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,6.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-18,Can Tho,4.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,4.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,5.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,6.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,3.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,5.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,8.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,6.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,8.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,4.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,5.0,Flu,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,3.0,Pneumonia,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,4.0,Pneumonia,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,4.0,Pneumonia,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,2.0,Pneumonia,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,3.0,Heart Disease,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,3.0,Heart Disease,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,4.0,Heart Disease,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,4.0,Heart Disease,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,5.0,Heart Disease,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,1.0,Diabetes,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,1.0,Diabetes,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,2.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,1.0,Diabetes,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,1.0,Dengue Fever,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,1.0,Dengue Fever,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,1.0,Dengue Fever,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,5.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,6.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,7.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,3.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-19,Can Tho,2.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,2.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,3.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,3.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,1.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,3.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,8.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,6.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,8.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,4.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,5.0,Flu,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,2.0,Pneumonia,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,3.0,Pneumonia,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,3.0,Pneumonia,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,1.0,Pneumonia,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,1.0,Heart Disease,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,2.0,Heart Disease,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,2.0,Heart Disease,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,2.0,Heart Disease,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,3.0,Heart Disease,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,1.0,Diabetes,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,1.0,Diabetes,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,2.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,1.0,Diabetes,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,4.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,5.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,6.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,3.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-20,Can Tho,2.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,3.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,4.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,3.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,9.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,8.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,9.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,4.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,6.0,Flu,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,Pneumonia,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,Pneumonia,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,3.0,Pneumonia,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,1.0,Pneumonia,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,Heart Disease,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,Heart Disease,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,3.0,Heart Disease,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,3.0,Heart Disease,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,3.0,Heart Disease,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,1.0,Diabetes,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,Diabetes,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,1.0,Diabetes,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,5.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,6.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,7.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,3.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-21,Can Tho,2.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,3.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,4.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,5.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,2.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,4.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,19.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,16.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,19.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,9.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,12.0,Flu,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,2.0,Pneumonia,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,3.0,Pneumonia,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,3.0,Pneumonia,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Pneumonia,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Heart Disease,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Heart Disease,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,2.0,Heart Disease,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,2.0,Heart Disease,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,2.0,Heart Disease,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Diabetes,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Diabetes,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Dengue Fever,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Dengue Fever,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,2.0,Dengue Fever,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,1.0,Dengue Fever,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,6.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,8.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,9.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,4.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-22,Can Tho,3.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,3.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,3.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,4.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,2.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,3.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,21.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,17.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,21.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,10.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,14.0,Flu,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,2.0,Pneumonia,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,3.0,Pneumonia,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,3.0,Pneumonia,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,1.0,Pneumonia,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,3.0,Heart Disease,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,4.0,Heart Disease,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,4.0,Heart Disease,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,4.0,Heart Disease,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,5.0,Heart Disease,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,1.0,Diabetes,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,2.0,Diabetes,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,2.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,1.0,Diabetes,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,1.0,Dengue Fever,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,1.0,Dengue Fever,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,1.0,Dengue Fever,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,7.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,9.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,11.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,5.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-23,Can Tho,3.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,2.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,3.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,4.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,2.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,3.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,14.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,12.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,14.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,7.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,9.0,Flu,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,3.0,Pneumonia,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,4.0,Pneumonia,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,5.0,Pneumonia,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,2.0,Pneumonia,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,2.0,Heart Disease,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,3.0,Heart Disease,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,4.0,Heart Disease,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,4.0,Heart Disease,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,4.0,Heart Disease,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,1.0,Diabetes,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,2.0,Diabetes,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,2.0,Diabetes,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,1.0,Diabetes,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,1.0,Dengue Fever,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,1.0,Dengue Fever,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,1.0,Dengue Fever,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,4.0,Others,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,5.0,Others,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,6.0,Others,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,3.0,Others,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-24,Can Tho,2.0,Others,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,4.0,COVID-19,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,6.0,COVID-19,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,7.0,COVID-19,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,3.0,COVID-19,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,6.0,COVID-19,65+,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,13.0,Flu,0-18,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,11.0,Flu,19-30,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,13.0,Flu,31-50,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,6.0,Flu,51-65,2025-08-21T10:56:55.289369,admissions,,,
2024-01-25,Can Tho,8.0,Flu,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,3.0,Pneumonia,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,4.0,Pneumonia,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,5.0,Pneumonia,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,2.0,Pneumonia,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,2.0,Heart Disease,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,3.0,Heart Disease,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,3.0,Heart Disease,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,3.0,Heart Disease,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,4.0,Heart Disease,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,1.0,Diabetes,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,2.0,Diabetes,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,2.0,Diabetes,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,1.0,Diabetes,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,1.0,Dengue Fever,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,1.0,Dengue Fever,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,1.0,Dengue Fever,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,6.0,Others,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,8.0,Others,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,9.0,Others,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,4.0,Others,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-25,Can Tho,3.0,Others,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,3.0,COVID-19,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,3.0,COVID-19,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,4.0,COVID-19,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,2.0,COVID-19,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,3.0,COVID-19,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,15.0,Flu,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,13.0,Flu,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,15.0,Flu,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,7.0,Flu,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,10.0,Flu,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,3.0,Pneumonia,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,4.0,Pneumonia,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,5.0,Pneumonia,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,2.0,Pneumonia,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,1.0,Pneumonia,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,2.0,Heart Disease,0-18,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,2.0,Heart Disease,19-30,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,3.0,Heart Disease,31-50,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,3.0,Heart Disease,51-65,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,3.0,Heart Disease,65+,2025-08-21T10:56:55.290876,admissions,,,
2024-01-26,Can Tho,2.0,Diabetes,0-18,2025-08-21T10:56:55.290876,admissions,,,
